"dataset","sample","reads","richness","habitat"
"KO","IT23",320001,3376.15493066221,"Intertidal"
"KO","IT23",321001,3376.52394527298,"Intertidal"
"KO","IT23",322001,3376.88957832468,"Intertidal"
"KO","IT23",323001,3377.25184255558,"Intertidal"
"KO","IT23",324001,3377.61075046731,"Intertidal"
"KO","IT23",325001,3377.96631432825,"Intertidal"
"KO","IT23",326001,3378.31854617677,"Intertidal"
"KO","IT23",327001,3378.6674578246,"Intertidal"
"KO","IT23",328001,3379.01306086002,"Intertidal"
"KO","IT23",329001,3379.35536665091,"Intertidal"
"KO","IT23",330001,3379.69438634785,"Intertidal"
"KO","IT23",331001,3380.03013088697,"Intertidal"
"KO","IT23",332001,3380.36261099288,"Intertidal"
"KO","IT23",333001,3380.69183718143,"Intertidal"
"KO","IT23",334001,3381.01781976247,"Intertidal"
"KO","IT23",335001,3381.34056884248,"Intertidal"
"KO","IT23",336001,3381.66009432709,"Intertidal"
"KO","IT23",337001,3381.97640592366,"Intertidal"
"KO","IT23",337076,3382,"Intertidal"
"KO","IT24",1,0.999999999999206,"Intertidal"
"KO","IT24",1001,236.609010742379,"Intertidal"
"KO","IT24",2001,415.35400604043,"Intertidal"
"KO","IT24",3001,565.876568698398,"Intertidal"
"KO","IT24",4001,696.096231027116,"Intertidal"
"KO","IT24",5001,810.610574494945,"Intertidal"
"KO","IT24",6001,912.508495683309,"Intertidal"
"KO","IT24",7001,1004.00998460366,"Intertidal"
"KO","IT24",8001,1086.78013365737,"Intertidal"
"KO","IT24",9001,1162.10750690741,"Intertidal"
"KO","IT24",10001,1231.0139209414,"Intertidal"
"KO","IT24",11001,1294.32576893523,"Intertidal"
"KO","IT24",12001,1352.72231049314,"Intertidal"
"KO","IT24",13001,1406.76947960656,"Intertidal"
"KO","IT24",14001,1456.94422944698,"Intertidal"
"KO","IT24",15001,1503.65249078609,"Intertidal"
"KO","IT24",16001,1547.24269935701,"Intertidal"
"KO","IT24",17001,1588.01617335885,"Intertidal"
"KO","IT24",18001,1626.23520303972,"Intertidal"
"KO","IT24",19001,1662.12944664439,"Intertidal"
"KO","IT24",20001,1695.90105091469,"Intertidal"
"KO","IT24",21001,1727.72879615733,"Intertidal"
"KO","IT24",22001,1757.77148511241,"Intertidal"
"KO","IT24",23001,1786.17073830243,"Intertidal"
"KO","IT24",24001,1813.05331804732,"Intertidal"
"KO","IT24",25001,1838.53307472789,"Intertidal"
"KO","IT24",26001,1862.71258726475,"Intertidal"
"KO","IT24",27001,1885.6845539944,"Intertidal"
"KO","IT24",28001,1907.53297842405,"Intertidal"
"KO","IT24",29001,1928.33418515125,"Intertidal"
"KO","IT24",30001,1948.15769414673,"Intertidal"
"KO","IT24",31001,1967.06697651479,"Intertidal"
"KO","IT24",32001,1985.12011019683,"Intertidal"
"KO","IT24",33001,2002.37035118667,"Intertidal"
"KO","IT24",34001,2018.86663257193,"Intertidal"
"KO","IT24",35001,2034.65400224687,"Intertidal"
"KO","IT24",36001,2049.77400776383,"Intertidal"
"KO","IT24",37001,2064.26503581673,"Intertidal"
"KO","IT24",38001,2078.1626124909,"Intertidal"
"KO","IT24",39001,2091.49966951748,"Intertidal"
"KO","IT24",40001,2104.30678095633,"Intertidal"
"KO","IT24",41001,2116.61237409793,"Intertidal"
"KO","IT24",42001,2128.44291785281,"Intertidal"
"KO","IT24",43001,2139.82309136492,"Intertidal"
"KO","IT24",44001,2150.77593522429,"Intertidal"
"KO","IT24",45001,2161.32298745972,"Intertidal"
"KO","IT24",46001,2171.48440591193,"Intertidal"
"KO","IT24",47001,2181.2790787185,"Intertidal"
"KO","IT24",48001,2190.72472417089,"Intertidal"
"KO","IT24",49001,2199.83798110438,"Intertidal"
"KO","IT24",50001,2208.63449092831,"Intertidal"
"KO","IT24",51001,2217.12897215969,"Intertidal"
"KO","IT24",52001,2225.33528820689,"Intertidal"
"KO","IT24",53001,2233.26650918863,"Intertidal"
"KO","IT24",54001,2240.93496837439,"Intertidal"
"KO","IT24",55001,2248.35231373582,"Intertidal"
"KO","IT24",56001,2255.52955521131,"Intertidal"
"KO","IT24",57001,2262.47710792091,"Intertidal"
"KO","IT24",58001,2269.20483199725,"Intertidal"
"KO","IT24",59001,2275.72206904871,"Intertidal"
"KO","IT24",60001,2282.03767578804,"Intertidal"
"KO","IT24",61001,2288.16005503569,"Intertidal"
"KO","IT24",62001,2294.09718429197,"Intertidal"
"KO","IT24",63001,2299.85664211011,"Intertidal"
"KO","IT24",64001,2305.44563255488,"Intertidal"
"KO","IT24",65001,2310.87100778362,"Intertidal"
"KO","IT24",66001,2316.13928898187,"Intertidal"
"KO","IT24",67001,2321.25668581994,"Intertidal"
"KO","IT24",68001,2326.22911450917,"Intertidal"
"KO","IT24",69001,2331.06221454412,"Intertidal"
"KO","IT24",70001,2335.76136435521,"Intertidal"
"KO","IT24",71001,2340.33169584969,"Intertidal"
"KO","IT24",72001,2344.77810795562,"Intertidal"
"KO","IT24",73001,2349.10527932411,"Intertidal"
"KO","IT24",74001,2353.31768009394,"Intertidal"
"KO","IT24",75001,2357.41958299354,"Intertidal"
"KO","IT24",76001,2361.41507366503,"Intertidal"
"KO","IT24",77001,2365.30806035771,"Intertidal"
"KO","IT24",78001,2369.10228300389,"Intertidal"
"KO","IT24",79001,2372.80132173798,"Intertidal"
"KO","IT24",80001,2376.40860490205,"Intertidal"
"KO","IT24",81001,2379.92741654851,"Intertidal"
"KO","IT24",82001,2383.36090350388,"Intertidal"
"KO","IT24",83001,2386.71208204283,"Intertidal"
"KO","IT24",84001,2389.98384410139,"Intertidal"
"KO","IT24",85001,2393.17896322836,"Intertidal"
"KO","IT24",86001,2396.30010010711,"Intertidal"
"KO","IT24",87001,2399.3498078302,"Intertidal"
"KO","IT24",88001,2402.33053684025,"Intertidal"
"KO","IT24",89001,2405.2446396402,"Intertidal"
"KO","IT24",90001,2408.09437519487,"Intertidal"
"KO","IT24",91001,2410.88191314116,"Intertidal"
"KO","IT24",92001,2413.60933774032,"Intertidal"
"KO","IT24",93001,2416.27865164928,"Intertidal"
"KO","IT24",94001,2418.89177949382,"Intertidal"
"KO","IT24",95001,2421.4505712159,"Intertidal"
"KO","IT24",96001,2423.95680531984,"Intertidal"
"KO","IT24",97001,2426.41219187678,"Intertidal"
"KO","IT24",98001,2428.81837547374,"Intertidal"
"KO","IT24",99001,2431.17693789638,"Intertidal"
"KO","IT24",100001,2433.48940080231,"Intertidal"
"KO","IT24",101001,2435.75722817801,"Intertidal"
"KO","IT24",102001,2437.98182873217,"Intertidal"
"KO","IT24",103001,2440.16455812032,"Intertidal"
"KO","IT24",104001,2442.30672113395,"Intertidal"
"KO","IT24",105001,2444.40957372429,"Intertidal"
"KO","IT24",106001,2446.47432497454,"Intertidal"
"KO","IT24",107001,2448.50213895761,"Intertidal"
"KO","IT24",108001,2450.49413652584,"Intertidal"
"KO","IT24",109001,2452.4513970045,"Intertidal"
"KO","IT24",110001,2454.37495983281,"Intertidal"
"KO","IT24",111001,2456.26582610725,"Intertidal"
"KO","IT24",112001,2458.1249600685,"Intertidal"
"KO","IT24",113001,2459.95329053758,"Intertidal"
"KO","IT24",114001,2461.75171225696,"Intertidal"
"KO","IT24",115001,2463.52108721579,"Intertidal"
"KO","IT24",116001,2465.26224587773,"Intertidal"
"KO","IT24",117001,2466.97598839915,"Intertidal"
"KO","IT24",118001,2468.6630857496,"Intertidal"
"KO","IT24",119001,2470.3242808357,"Intertidal"
"KO","IT24",120001,2471.96028953821,"Intertidal"
"KO","IT24",121001,2473.5718017277,"Intertidal"
"KO","IT24",122001,2475.1594822414,"Intertidal"
"KO","IT24",123001,2476.72397179854,"Intertidal"
"KO","IT24",124001,2478.26588791298,"Intertidal"
"KO","IT24",125001,2479.78582573523,"Intertidal"
"KO","IT24",126001,2481.28435888734,"Intertidal"
"KO","IT24",127001,2482.76204025563,"Intertidal"
"KO","IT24",128001,2484.21940274514,"Intertidal"
"KO","IT24",129001,2485.65696001694,"Intertidal"
"KO","IT24",130001,2487.07520719577,"Intertidal"
"KO","IT24",131001,2488.47462153124,"Intertidal"
"KO","IT24",132001,2489.85566307766,"Intertidal"
"KO","IT24",133001,2491.21877529452,"Intertidal"
"KO","IT24",134001,2492.56438566202,"Intertidal"
"KO","IT24",135001,2493.89290625412,"Intertidal"
"KO","IT24",136001,2495.20473431756,"Intertidal"
"KO","IT24",137001,2496.50025278556,"Intertidal"
"KO","IT24",138001,2497.77983081111,"Intertidal"
"KO","IT24",139001,2499.04382426191,"Intertidal"
"KO","IT24",140001,2500.29257620621,"Intertidal"
"KO","IT24",141001,2501.52641737475,"Intertidal"
"KO","IT24",142001,2502.74566660574,"Intertidal"
"KO","IT24",143001,2503.95063127714,"Intertidal"
"KO","IT24",144001,2505.14160772587,"Intertidal"
"KO","IT24",145001,2506.31888164524,"Intertidal"
"KO","IT24",146001,2507.48272847182,"Intertidal"
"KO","IT24",147001,2508.6334137625,"Intertidal"
"KO","IT24",148001,2509.77119354682,"Intertidal"
"KO","IT24",149001,2510.89631467922,"Intertidal"
"KO","IT24",150001,2512.00901517434,"Intertidal"
"KO","IT24",151001,2513.10952452752,"Intertidal"
"KO","IT24",152001,2514.19806402811,"Intertidal"
"KO","IT24",153001,2515.27484705961,"Intertidal"
"KO","IT24",154001,2516.34007938909,"Intertidal"
"KO","IT24",155001,2517.39395945264,"Intertidal"
"KO","IT24",156001,2518.43667861938,"Intertidal"
"KO","IT24",157001,2519.46842145662,"Intertidal"
"KO","IT24",158001,2520.48936598089,"Intertidal"
"KO","IT24",159001,2521.49968390066,"Intertidal"
"KO","IT24",160001,2522.49954085478,"Intertidal"
"KO","IT24",161001,2523.4890966352,"Intertidal"
"KO","IT24",162001,2524.46850540603,"Intertidal"
"KO","IT24",163001,2525.43791592157,"Intertidal"
"KO","IT24",164001,2526.39747172114,"Intertidal"
"KO","IT24",165001,2527.34731133282,"Intertidal"
"KO","IT24",166001,2528.28756846169,"Intertidal"
"KO","IT24",167001,2529.21837217337,"Intertidal"
"KO","IT24",168001,2530.13984706968,"Intertidal"
"KO","IT24",169001,2531.05211346366,"Intertidal"
"KO","IT24",170001,2531.95528754089,"Intertidal"
"KO","IT24",171001,2532.84948152013,"Intertidal"
"KO","IT24",172001,2533.73480380757,"Intertidal"
"KO","IT24",173001,2534.61135914325,"Intertidal"
"KO","IT24",174001,2535.4792487454,"Intertidal"
"KO","IT24",175001,2536.33857044755,"Intertidal"
"KO","IT24",176001,2537.18941883142,"Intertidal"
"KO","IT24",177001,2538.03188535436,"Intertidal"
"KO","IT24",178001,2538.86605847312,"Intertidal"
"KO","IT24",179001,2539.69202376173,"Intertidal"
"KO","IT24",180001,2540.5098640262,"Intertidal"
"KO","IT24",181001,2541.31965941435,"Intertidal"
"KO","IT24",182001,2542.12148752086,"Intertidal"
"KO","IT24",183001,2542.91542348909,"Intertidal"
"KO","IT24",184001,2543.70154010863,"Intertidal"
"KO","IT24",185001,2544.47990790871,"Intertidal"
"KO","IT24",186001,2545.25059524802,"Intertidal"
"KO","IT24",186983,2546,"Intertidal"
"KO","IT25",1,0.999999999999623,"Intertidal"
"KO","IT25",1001,170.170636388989,"Intertidal"
"KO","IT25",2001,304.40028461009,"Intertidal"
"KO","IT25",3001,420.28694012323,"Intertidal"
"KO","IT25",4001,522.242915876853,"Intertidal"
"KO","IT25",5001,612.917054995391,"Intertidal"
"KO","IT25",6001,694.182449505519,"Intertidal"
"KO","IT25",7001,767.45064527386,"Intertidal"
"KO","IT25",8001,833.82407192561,"Intertidal"
"KO","IT25",9001,894.184875809324,"Intertidal"
"KO","IT25",10001,949.251648572942,"Intertidal"
"KO","IT25",11001,999.617842110034,"Intertidal"
"KO","IT25",12001,1045.77892871264,"Intertidal"
"KO","IT25",13001,1088.15225816466,"Intertidal"
"KO","IT25",14001,1127.09196638039,"Intertidal"
"KO","IT25",15001,1162.90040844404,"Intertidal"
"KO","IT25",16001,1195.83707564951,"Intertidal"
"KO","IT25",17001,1226.12564436027,"Intertidal"
"KO","IT25",18001,1253.959608195,"Intertidal"
"KO","IT25",19001,1279.50681712613,"Intertidal"
"KO","IT25",20001,1302.91316123099,"Intertidal"
"KO","IT25",21001,1324.30557725256,"Intertidal"
"KO","IT25",22001,1343.79451389024,"Intertidal"
"KO","IT25",23001,1361.47596077125,"Intertidal"
"KO","IT25",24001,1377.4331230205,"Intertidal"
"KO","IT25",25001,1391.73780576303,"Intertidal"
"KO","IT25",26001,1404.45155926238,"Intertidal"
"KO","IT25",27001,1415.62662463944,"Intertidal"
"KO","IT25",28001,1425.3067114774,"Intertidal"
"KO","IT25",28079,1426,"Intertidal"
"KO","IT26",1,1.00000000000045,"Intertidal"
"KO","IT26",1001,127.47398116565,"Intertidal"
"KO","IT26",2001,223.289700291029,"Intertidal"
"KO","IT26",3001,301.011943541801,"Intertidal"
"KO","IT26",4001,365.847860444906,"Intertidal"
"KO","IT26",5001,420.991227032163,"Intertidal"
"KO","IT26",6001,468.53869288419,"Intertidal"
"KO","IT26",7001,509.923816812022,"Intertidal"
"KO","IT26",8001,546.158088388152,"Intertidal"
"KO","IT26",9001,577.974169233884,"Intertidal"
"KO","IT26",10001,605.914568815419,"Intertidal"
"KO","IT26",11001,630.388209884977,"Intertidal"
"KO","IT26",12001,651.707479441401,"Intertidal"
"KO","IT26",13001,670.113117226591,"Intertidal"
"KO","IT26",14001,685.791319672281,"Intertidal"
"KO","IT26",15001,698.885700367294,"Intertidal"
"KO","IT26",15183,701,"Intertidal"
"KO","IT27",1,1.00000000000001,"Intertidal"
"KO","IT27",1001,245.674068455468,"Intertidal"
"KO","IT27",2001,416.74625860579,"Intertidal"
"KO","IT27",3001,550.44195522819,"Intertidal"
"KO","IT27",4001,658.455778148198,"Intertidal"
"KO","IT27",5001,747.707050966631,"Intertidal"
"KO","IT27",6001,822.726601120046,"Intertidal"
"KO","IT27",7001,886.65993106687,"Intertidal"
"KO","IT27",8001,941.783148215074,"Intertidal"
"KO","IT27",9001,989.794600873573,"Intertidal"
"KO","IT27",10001,1031.99144609673,"Intertidal"
"KO","IT27",11001,1069.38255992036,"Intertidal"
"KO","IT27",12001,1102.76400669225,"Intertidal"
"KO","IT27",13001,1132.77133002626,"Intertidal"
"KO","IT27",14001,1159.91686309014,"Intertidal"
"KO","IT27",15001,1184.61699878643,"Intertidal"
"KO","IT27",16001,1207.21252238998,"Intertidal"
"KO","IT27",17001,1227.98402570988,"Intertidal"
"KO","IT27",18001,1247.16375789862,"Intertidal"
"KO","IT27",19001,1264.9448469737,"Intertidal"
"KO","IT27",20001,1281.48855072552,"Intertidal"
"KO","IT27",21001,1296.93001071962,"Intertidal"
"KO","IT27",22001,1311.38285585056,"Intertidal"
"KO","IT27",23001,1324.94291257094,"Intertidal"
"KO","IT27",24001,1337.69121502925,"Intertidal"
"KO","IT27",25001,1349.69646196,"Intertidal"
"KO","IT27",26001,1361.0170329977,"Intertidal"
"KO","IT27",27001,1371.70265162562,"Intertidal"
"KO","IT27",28001,1381.79576274045,"Intertidal"
"KO","IT27",29001,1391.33267820911,"Intertidal"
"KO","IT27",30001,1400.34453254844,"Intertidal"
"KO","IT27",31001,1408.85808214103,"Intertidal"
"KO","IT27",32001,1416.89637459409,"Intertidal"
"KO","IT27",33001,1424.47930949084,"Intertidal"
"KO","IT27",34001,1431.62410752265,"Intertidal"
"KO","IT27",35001,1438.34570159784,"Intertidal"
"KO","IT27",35257,1440,"Intertidal"
"KO","IT28",1,0.999999999999191,"Intertidal"
"KO","IT28",1001,117.489584797957,"Intertidal"
"KO","IT28",2001,203.171823203823,"Intertidal"
"KO","IT28",3001,276.349028102837,"Intertidal"
"KO","IT28",4001,340.53788619684,"Intertidal"
"KO","IT28",5001,397.69405870179,"Intertidal"
"KO","IT28",6001,449.097532129833,"Intertidal"
"KO","IT28",7001,495.654031842053,"Intertidal"
"KO","IT28",8001,538.037043158665,"Intertidal"
"KO","IT28",9001,576.765127332297,"Intertidal"
"KO","IT28",10001,612.247981915783,"Intertidal"
"KO","IT28",11001,644.815712174714,"Intertidal"
"KO","IT28",12001,674.738363746148,"Intertidal"
"KO","IT28",13001,702.239464217553,"Intertidal"
"KO","IT28",14001,727.505703564065,"Intertidal"
"KO","IT28",15001,750.694029509429,"Intertidal"
"KO","IT28",16001,771.9369556596,"Intertidal"
"KO","IT28",17001,791.346599024595,"Intertidal"
"KO","IT28",18001,809.017790898621,"Intertidal"
"KO","IT28",19001,825.030495116287,"Intertidal"
"KO","IT28",20001,839.451695420761,"Intertidal"
"KO","IT28",21001,852.33686507755,"Intertidal"
"KO","IT28",22001,863.731098738987,"Intertidal"
"KO","IT28",22121,865,"Intertidal"
"KO","IT29",1,1.00000000000054,"Intertidal"
"KO","IT29",1001,188.67969861167,"Intertidal"
"KO","IT29",2001,326.269795159366,"Intertidal"
"KO","IT29",3001,436.300656135385,"Intertidal"
"KO","IT29",4001,527.438068047367,"Intertidal"
"KO","IT29",5001,604.662895312128,"Intertidal"
"KO","IT29",6001,671.176115364619,"Intertidal"
"KO","IT29",7001,729.165256694867,"Intertidal"
"KO","IT29",8001,780.188455445588,"Intertidal"
"KO","IT29",9001,825.390345874257,"Intertidal"
"KO","IT29",10001,865.632489753036,"Intertidal"
"KO","IT29",11001,901.576340454468,"Intertidal"
"KO","IT29",12001,933.738146852158,"Intertidal"
"KO","IT29",13001,962.526443963182,"Intertidal"
"KO","IT29",14001,988.268290432874,"Intertidal"
"KO","IT29",15001,1011.22797412649,"Intertidal"
"KO","IT29",16001,1031.62052192984,"Intertidal"
"KO","IT29",17001,1049.62153467582,"Intertidal"
"KO","IT29",18001,1065.37437258227,"Intertidal"
"KO","IT29",19001,1078.99540537952,"Intertidal"
"KO","IT29",19854,1089,"Intertidal"
"KO","IT2C",1,0.999999999999918,"Intertidal"
"KO","IT2C",1001,84.0469793873419,"Intertidal"
"KO","IT2C",2001,135.681091759284,"Intertidal"
"KO","IT2C",3001,176.579298361427,"Intertidal"
"KO","IT2C",4001,210.610678642039,"Intertidal"
"KO","IT2C",5001,239.671395803317,"Intertidal"
"KO","IT2C",6001,264.90046549856,"Intertidal"
"KO","IT2C",7001,287.056127826349,"Intertidal"
"KO","IT2C",8001,306.673553519553,"Intertidal"
"KO","IT2C",9001,324.144664334932,"Intertidal"
"KO","IT2C",10001,339.764402006141,"Intertidal"
"KO","IT2C",11001,353.759880119438,"Intertidal"
"KO","IT2C",12001,366.309536730043,"Intertidal"
"KO","IT2C",13001,377.555936837911,"Intertidal"
"KO","IT2C",14001,387.614379217726,"Intertidal"
"KO","IT2C",15001,396.578692756922,"Intertidal"
"KO","IT2C",16001,404.52514643127,"Intertidal"
"KO","IT2C",17001,411.515094617899,"Intertidal"
"KO","IT2C",18001,417.596772782116,"Intertidal"
"KO","IT2C",18442,420,"Intertidal"
"KO","IT2H",1,0.999999999999811,"Intertidal"
"KO","IT2H",1001,101.277735275781,"Intertidal"
"KO","IT2H",2001,167.400598980073,"Intertidal"
"KO","IT2H",3001,220.399890258727,"Intertidal"
"KO","IT2H",4001,264.394436919221,"Intertidal"
"KO","IT2H",5001,301.669428366682,"Intertidal"
"KO","IT2H",6001,333.732583347898,"Intertidal"
"KO","IT2H",7001,361.644529622841,"Intertidal"
"KO","IT2H",8001,386.176889279812,"Intertidal"
"KO","IT2H",9001,407.904500862955,"Intertidal"
"KO","IT2H",10001,427.264021206003,"Intertidal"
"KO","IT2H",11001,444.592717858063,"Intertidal"
"KO","IT2H",12001,460.15482633853,"Intertidal"
"KO","IT2H",13001,474.159839714283,"Intertidal"
"KO","IT2H",14001,486.775438181554,"Intertidal"
"KO","IT2H",15001,498.136778808114,"Intertidal"
"KO","IT2H",16001,508.353258120542,"Intertidal"
"KO","IT2H",17001,517.51347975709,"Intertidal"
"KO","IT2H",18001,525.688917699158,"Intertidal"
"KO","IT2H",19001,532.936609552282,"Intertidal"
"KO","IT2H",20001,539.301111444232,"Intertidal"
"KO","IT2H",20843,544,"Intertidal"
"KO","IT3",1,0.999999999998752,"Intertidal"
"KO","IT3",1001,110.548030377574,"Intertidal"
"KO","IT3",2001,189.63071685367,"Intertidal"
"KO","IT3",3001,258.116488436055,"Intertidal"
"KO","IT3",4001,319.490053763534,"Intertidal"
"KO","IT3",5001,375.419914827114,"Intertidal"
"KO","IT3",6001,426.918791422146,"Intertidal"
"KO","IT3",7001,474.683140130452,"Intertidal"
"KO","IT3",8001,519.227615350485,"Intertidal"
"KO","IT3",9001,560.950639472382,"Intertidal"
"KO","IT3",10001,600.171042607527,"Intertidal"
"KO","IT3",11001,637.150421173793,"Intertidal"
"KO","IT3",12001,672.107640009389,"Intertidal"
"KO","IT3",13001,705.228683877473,"Intertidal"
"KO","IT3",14001,736.673605807177,"Intertidal"
"KO","IT3",15001,766.581584780776,"Intertidal"
"KO","IT3",16001,795.074707926082,"Intertidal"
"KO","IT3",17001,822.260865218957,"Intertidal"
"KO","IT3",18001,848.236009643178,"Intertidal"
"KO","IT3",19001,873.085952685762,"Intertidal"
"KO","IT3",20001,896.887812172039,"Intertidal"
"KO","IT3",21001,919.711195091145,"Intertidal"
"KO","IT3",22001,941.619174773076,"Intertidal"
"KO","IT3",23001,962.669106295497,"Intertidal"
"KO","IT3",24001,982.913312934014,"Intertidal"
"KO","IT3",25001,1002.39966835038,"Intertidal"
"KO","IT3",26001,1021.17209388755,"Intertidal"
"KO","IT3",27001,1039.27098596549,"Intertidal"
"KO","IT3",28001,1056.7335854476,"Intertidal"
"KO","IT3",29001,1073.59429838645,"Intertidal"
"KO","IT3",30001,1089.88497607135,"Intertidal"
"KO","IT3",31001,1105.63516033016,"Intertidal"
"KO","IT3",32001,1120.87229940928,"Intertidal"
"KO","IT3",33001,1135.62193869981,"Intertidal"
"KO","IT3",34001,1149.90788966619,"Intertidal"
"KO","IT3",35001,1163.75238011799,"Intertidal"
"KO","IT3",36001,1177.17618825526,"Intertidal"
"KO","IT3",37001,1190.19876250596,"Intertidal"
"KO","IT3",38001,1202.83832911498,"Intertidal"
"KO","IT3",39001,1215.11198889488,"Intertidal"
"KO","IT3",40001,1227.03580438217,"Intertidal"
"KO","IT3",41001,1238.62487877232,"Intertidal"
"KO","IT3",42001,1249.89342729728,"Intertidal"
"KO","IT3",43001,1260.8548421118,"Intertidal"
"KO","IT3",44001,1271.52175134295,"Intertidal"
"KO","IT3",45001,1281.90607285857,"Intertidal"
"KO","IT3",46001,1292.01906344383,"Intertidal"
"KO","IT3",47001,1301.87136383479,"Intertidal"
"KO","IT3",48001,1311.47303986523,"Intertidal"
"KO","IT3",49001,1320.83362045086,"Intertidal"
"KO","IT3",50001,1329.96213235659,"Intertidal"
"KO","IT3",51001,1338.86713229123,"Intertidal"
"KO","IT3",52001,1347.55673653953,"Intertidal"
"KO","IT3",53001,1356.03864828089,"Intertidal"
"KO","IT3",54001,1364.3201829011,"Intertidal"
"KO","IT3",55001,1372.40829141545,"Intertidal"
"KO","IT3",56001,1380.3095821636,"Intertidal"
"KO","IT3",57001,1388.03034103055,"Intertidal"
"KO","IT3",58001,1395.5765501345,"Intertidal"
"KO","IT3",59001,1402.95390528942,"Intertidal"
"KO","IT3",60001,1410.16783223935,"Intertidal"
"KO","IT3",61001,1417.22350179459,"Intertidal"
"KO","IT3",62001,1424.12584393635,"Intertidal"
"KO","IT3",63001,1430.87956102843,"Intertidal"
"KO","IT3",64001,1437.48914012901,"Intertidal"
"KO","IT3",65001,1443.95886452978,"Intertidal"
"KO","IT3",66001,1450.29282453231,"Intertidal"
"KO","IT3",67001,1456.49492758349,"Intertidal"
"KO","IT3",68001,1462.56890772975,"Intertidal"
"KO","IT3",69001,1468.51833453779,"Intertidal"
"KO","IT3",70001,1474.3466214186,"Intertidal"
"KO","IT3",71001,1480.05703350612,"Intertidal"
"KO","IT3",72001,1485.65269499799,"Intertidal"
"KO","IT3",73001,1491.13659611538,"Intertidal"
"KO","IT3",74001,1496.51159962047,"Intertidal"
"KO","IT3",75001,1501.78044697576,"Intertidal"
"KO","IT3",76001,1506.94576413224,"Intertidal"
"KO","IT3",77001,1512.010067,"Intertidal"
"KO","IT3",78001,1516.97576659497,"Intertidal"
"KO","IT3",79001,1521.84517391196,"Intertidal"
"KO","IT3",80001,1526.62050450846,"Intertidal"
"KO","IT3",81001,1531.30388285549,"Intertidal"
"KO","IT3",82001,1535.8973464411,"Intertidal"
"KO","IT3",83001,1540.40284964174,"Intertidal"
"KO","IT3",84001,1544.8222674006,"Intertidal"
"KO","IT3",85001,1549.15739870477,"Intertidal"
"KO","IT3",86001,1553.40996987489,"Intertidal"
"KO","IT3",87001,1557.58163767754,"Intertidal"
"KO","IT3",88001,1561.67399229818,"Intertidal"
"KO","IT3",89001,1565.6885601224,"Intertidal"
"KO","IT3",90001,1569.62680641016,"Intertidal"
"KO","IT3",91001,1573.49013781234,"Intertidal"
"KO","IT3",92001,1577.2799047692,"Intertidal"
"KO","IT3",93001,1580.99740377657,"Intertidal"
"KO","IT3",94001,1584.64387955269,"Intertidal"
"KO","IT3",95001,1588.22052709166,"Intertidal"
"KO","IT3",96001,1591.72849360636,"Intertidal"
"KO","IT3",97001,1595.16888039202,"Intertidal"
"KO","IT3",98001,1598.54274457863,"Intertidal"
"KO","IT3",99001,1601.85110082001,"Intertidal"
"KO","IT3",100001,1605.09492287928,"Intertidal"
"KO","IT3",101001,1608.27514514989,"Intertidal"
"KO","IT3",102001,1611.39266409953,"Intertidal"
"KO","IT3",103001,1614.44833964605,"Intertidal"
"KO","IT3",104001,1617.44299646045,"Intertidal"
"KO","IT3",105001,1620.37742521336,"Intertidal"
"KO","IT3",106001,1623.25238376117,"Intertidal"
"KO","IT3",107001,1626.06859826765,"Intertidal"
"KO","IT3",108001,1628.82676427976,"Intertidal"
"KO","IT3",109001,1631.52754774501,"Intertidal"
"KO","IT3",110001,1634.17158597948,"Intertidal"
"KO","IT3",111001,1636.75948859151,"Intertidal"
"KO","IT3",112001,1639.29183835409,"Intertidal"
"KO","IT3",113001,1641.7691920392,"Intertidal"
"KO","IT3",114001,1644.19208120385,"Intertidal"
"KO","IT3",115001,1646.5610129403,"Intertidal"
"KO","IT3",116001,1648.87647058387,"Intertidal"
"KO","IT3",117001,1651.13891438594,"Intertidal"
"KO","IT3",118001,1653.34878214777,"Intertidal"
"KO","IT3",119001,1655.50648982127,"Intertidal"
"KO","IT3",120001,1657.61243207504,"Intertidal"
"KO","IT3",121001,1659.66698282775,"Intertidal"
"KO","IT3",122001,1661.67049574954,"Intertidal"
"KO","IT3",123001,1663.62330473261,"Intertidal"
"KO","IT3",123722,1665,"Intertidal"
"KO","IT3C",1,1.00000000000001,"Intertidal"
"KO","IT3C",1001,58.3238327916305,"Intertidal"
"KO","IT3C",2001,90.2116518960634,"Intertidal"
"KO","IT3C",3001,116.139843910266,"Intertidal"
"KO","IT3C",4001,138.323332515508,"Intertidal"
"KO","IT3C",5001,157.729679586839,"Intertidal"
"KO","IT3C",6001,174.932405456356,"Intertidal"
"KO","IT3C",7001,190.323251394515,"Intertidal"
"KO","IT3C",8001,204.189782665372,"Intertidal"
"KO","IT3C",9001,216.752137914444,"Intertidal"
"KO","IT3C",10001,228.183636017412,"Intertidal"
"KO","IT3C",11001,238.623605676612,"Intertidal"
"KO","IT3C",12001,248.185910427409,"Intertidal"
"KO","IT3C",13001,256.964862967064,"Intertidal"
"KO","IT3C",14001,265.03945823471,"Intertidal"
"KO","IT3C",15001,272.476478043366,"Intertidal"
"KO","IT3C",16001,279.332814693887,"Intertidal"
"KO","IT3C",17001,285.657240592797,"Intertidal"
"KO","IT3C",18001,291.491776648536,"Intertidal"
"KO","IT3C",19001,296.872764683374,"Intertidal"
